MovieID,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website
2234,Let's Talk About Sex,1998,N/A,11 Sep 1998,82 min,Drama,Troy Byer,Troy Byer,"Troy Byer, Paget Brewster, Randi Ingerman","An aspiring African-American talk show host sets out with two girlfriends to videotape interviews with multicultural women about life, love and sex. She interviews her friends Michelle, who is a vixen, and Lena, who is more vulnerable about their views on sex. Through the course of the project, all three women work out their sexually problems and questions, and work on their relationships with men.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDhkMTcxNjgtM2JjOS00NDM5LTkxYjItM2JiMjhlYzlhOTI3XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,N/A,3.7,336,tt0165857,movie,N/A,N/A,N/A,N/A
2235,One Man's Hero,1999,R,08 Oct 1999,121 min,"Action, Drama, History",Lance Hool,Milton S. Gelman,"Tom Berenger, Joaquim de Almeida, Daniela Romo","John Riley, an Irish immigrant soldier recruited in the American army during the Mexican-American War faces anti-immigrant and anti-Catholic bigotry from his fellow servicemen and defects to the Mexican army.","English, Spanish","Mexico, Spain, United States",3 nominations,https://m.media-amazon.com/images/M/MV5BMTg3ODc4MzU3Ml5BMl5BanBnXkFtZTcwMjUwOTc2NA@@._V1_SX300.jpg,24,6.0,"1,364",tt0120775,movie,N/A,"$240,067",N/A,N/A
2236,Simon Birch,1998,PG,11 Sep 1998,114 min,"Comedy, Drama, Family",Mark Steven Johnson,"Mark Steven Johnson, John Irving","Ian Michael Smith, Joseph Mazzello, Ashley Judd",A young boy with stunted growth is convinced that God has a great purpose for him.,English,United States,3 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BYzIwZTNmY2UtNTExZC00NzQ1LTg4NTEtOTIxOWU0NTFkZDhjXkEyXkFqcGc@._V1_SX300.jpg,39,6.8,"22,363",tt0124879,movie,N/A,"$18,253,415",N/A,N/A
2237,Without Limits,1998,PG-13,11 Sep 1998,117 min,"Biography, Drama, Sport",Robert Towne,"Robert Towne, Kenny Moore","Billy Crudup, Donald Sutherland, Monica Potter","The film follows the life of famous 1970s runner Steve Prefontaine from his youth days in Oregon to the University of Oregon where he worked with the legendary coach Bill Bowerman, later to Olympics in Munich and his early death at 24 in a car crash.","English, Finnish, German",United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BNjNjOGE5MjQtYzY0NS00MDI0LWJmM2ItNGQwYTQ3Mjc1ZGIyXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,71,7.2,"7,623",tt0119934,movie,N/A,"$777,423",N/A,N/A
2240,My Bodyguard,1980,PG,26 Sep 1980,102 min,"Comedy, Drama, Family",Tony Bill,Alan Ormsby,"Chris Makepeace, Adam Baldwin, Matt Dillon","Clifford Peache is the new kid in Lake View High School. Faced with all the stress that role entails he makes his situation worse by insulting Moody, the leader of a group of toughs who extort lunch money from kids. These punks pretend to be bodyguards for the kids to protect them from Linderman who, it is rumored, killed his brother in cold blood. Clifford befriends the sullen Linderman and hires him as his bodyguard. When Moody ups the ante, Linderman must decide whether fighting for what he believes in, with his haunted past and image, is justified.",English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BZGQ3YWY0NjAtN2ZlMC00MDM5LTllMzAtYWM1MGE3MjQwMGMzXkEyXkFqcGc@._V1_SX300.jpg,67,7.1,"11,040",tt0081207,movie,N/A,"$22,482,952",N/A,N/A
2241,Class,1983,R,22 Jul 1983,98 min,"Comedy, Drama, Romance",Lewis John Carlino,"Jim Kouf, David Greenwalt","Jacqueline Bisset, Rob Lowe, Andrew McCarthy","Jonathan, a naive country boy, gets a scholarship to a classy prep school, where he rooms with suave, rich and handsome Skip. Skip decides it is his duty to see that Jonathan loses his virginity, so he sends Jonathan to Chicago, where Jonathan meets Ellen, a beautiful older woman, and they be- gin an affair which ends abruptly when Ellen discovers Jonathan is 17. During Christmas break, Jonathan visits Skip's house and discovers that Ellen is Skip's mother. Ellen tells Jonathan to leave when he rejects her advances, but then begins calling him and begging to see him. Finally, Jonathan agrees to meet her and plans to end the affair, but Ellen seduces him--and that's when Skip, who followed Jonathan, discovers them.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODQ2YjFlMDMtMTRmMy00MDhkLTk2NWYtYjNhMTIzNjE5NGMwXkEyXkFqcGc@._V1_SX300.jpg,33,6.0,"12,804",tt0085346,movie,N/A,"$21,667,789",N/A,N/A
2242,"Grandview, U.S.A.",1984,R,03 Aug 1984,97 min,Drama,Randal Kleiser,Ken Hixon,"Jamie Lee Curtis, C. Thomas Howell, Patrick Swayze","With only a week left before he graduates high school in the small Middle Western community of Grandview, the eighteen-year-old dreamer, Tim Pearson, is itching to renounce an uninspiring scholarship, stand up to his despotic father and pursue a career in oceanography, away from home. However, before long, an unexpected meeting with the struggling 27-year-old owner of the town's demolition derby track on the other side of the tracks, Michelle ""Mike"" Cody, and the Speedrome's king, Ernie ""Slam"" Webster, will bring Tim one step closer not only to his aspirations but also love. But, has anyone ever spread his wings away from Grandview, U.S.A.?",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDc3ZTAzZjktZDhhMS00OThmLWFhODUtMDU2ZmM0YjNkODE3L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,55,5.5,"2,308",tt0087359,movie,N/A,"$4,743,119",N/A,N/A
2243,Broadcast News,1987,R,25 Dec 1987,133 min,"Comedy, Drama, Romance",James L. Brooks,James L. Brooks,"William Hurt, Albert Brooks, Holly Hunter","Basket-case network news producer Jane Craig falls for new reporter Tom Grunnick, a pretty boy who represents the trend towards entertainment news she despises. Aaron Altman, a talented but plain correspondent, carries an unrequited torch for Jane. Sparks fly between the three as the network prepares for big changes, and both the news and Jane must decide between style and substance.","English, Spanish, French, German",United States,Nominated for 7 Oscars. 15 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BMGVhZjNiYmUtMTAwYS00ZjQ0LWIyNGItNTU1OWNjYjA4ZDE5XkEyXkFqcGc@._V1_SX300.jpg,84,7.3,"34,759",tt0092699,movie,N/A,"$51,249,404",N/A,N/A
2244,The Allnighter,1987,PG-13,01 May 1987,108 min,"Comedy, Romance",Tamar Simon Hoffs,"Tamar Simon Hoffs, M.L. Kessler","Susanna Hoffs, Dedee Pfeiffer, Joan Cusack","Molly, Val and Gina are graduating college, but on their final night, frustrations are aired. Molly is still looking for real love and Val is beginning to doubt if that is what she's found. Gina is too busy videotaping everything to really notice. When the final party at Pacifica College kicks off, things don't go exactly as planned.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZDA0YmNhMTAtYzE2Yi00YWRjLTkwODctNTlhYjQ2ZTViMTMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,4.3,"1,518",tt0092537,movie,N/A,"$2,700,000",N/A,N/A
2245,Working Girl,1988,R,21 Dec 1988,113 min,"Comedy, Drama, Romance",Mike Nichols,Kevin Wade,"Melanie Griffith, Harrison Ford, Sigourney Weaver","Tess McGill is a frustrated secretary, struggling to forge ahead in the world of big business in New York. She gets her chance when her boss breaks her leg on a skiing holiday. McGill takes advantage of her absence to push ahead with her career. She teams up with investment broker Jack Trainer to work on a big deal. The situation is complicated after the return of her boss.",English,United States,Won 1 Oscar. 9 wins & 18 nominations total,https://m.media-amazon.com/images/M/MV5BYzZhNGFlNGYtMjgyMi00YmZiLWFjNjktZGIzYjkxM2YyZWJjXkEyXkFqcGc@._V1_SX300.jpg,73,6.8,"63,872",tt0096463,movie,N/A,"$63,779,477",N/A,N/A
2246,Stars and Bars,1988,R,18 Mar 1988,94 min,Comedy,Pat O'Connor,William Boyd,"Daniel Day-Lewis, Harry Dean Stanton, Kent Broadhurst","Young Englishman Henderson Dores (Daniel Day-Lewis), yearning to give up his genteel British ways and be a bold and brash American, gets his chance when his New York firm sends him south to acquire a Renoir painting from Loomis Gage (Harry Dean Stanton), the eccentric head of an unusual family.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BMzA3MTY0ZjQtOTE1OS00ZjIzLWI4ZDktMjYzNjg0NzQxMmEyXkEyXkFqcGdeQXVyMzQ1MTM3NjY@._V1_SX300.jpg,N/A,4.8,"1,037",tt0096166,movie,N/A,N/A,N/A,N/A
2247,Married to the Mob,1988,R,19 Aug 1988,104 min,"Comedy, Crime, Romance",Jonathan Demme,"Barry Strugatz, Mark R. Burns","Michelle Pfeiffer, Alec Baldwin, Paul Lazar","Angela deMarco is unhappily married to high Mafia member Frank deMarco. When Frank is killed, Angela takes the opportunity to break free of the Mafia world entirely and start a new life. But Frank's boss, Tony Russo, begins to court the unresponsive Angela. The FBI begins surveillance on her, thinking her to be his new mistress. FBI agent Mike Downey goes undercover as Angela's neighbor, but soon finds himself attracted to Angela himself.",English,United States,Nominated for 1 Oscar. 6 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMmVkY2E1MDYtOWQwMy00ZjM2LThmNTAtYTY1NDEwMmRmZWRjXkEyXkFqcGc@._V1_SX300.jpg,71,6.2,"20,157",tt0095593,movie,N/A,"$21,486,757",N/A,N/A
2248,Say Anything,1989,PG-13,14 Apr 1989,100 min,"Comedy, Drama, Romance",Cameron Crowe,Cameron Crowe,"John Cusack, Ione Skye, John Mahoney",High school senior Lloyd Dobler wants nothing more than to go out with beautiful and intelligent Diane Court. Lloyd attempts to win her heart over the objections of her over-protective father before Diane leaves for a scholarship in England.,English,United States,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BNjY1N2QwZDItOWZjZC00MTg4LTg1YmUtZWMzMThhY2YxNmNiXkEyXkFqcGc@._V1_SX300.jpg,86,7.3,"97,573",tt0098258,movie,N/A,"$20,781,385",N/A,N/A
2249,My Blue Heaven,1990,PG-13,17 Aug 1990,97 min,"Comedy, Crime",Herbert Ross,Nora Ephron,"Steve Martin, Rick Moranis, Joan Cusack","The mobster Vincent 'Vinnie' Antonelli is under the witness protection program and the FBI agent Barney Coopersmith is assigned to take Vinnie and his wife Linda to a house in the suburbs. However their wives leave Vinnie and Barney and the agent gets closer to the gangster and befriends him. Vinnie is a bon vivant and a crook and does not keep the necessary low profile. The District Attorney Hannah Stubbs arrests him but Barney releases him from jail since he needs to testify against the Mafia. Soon Barney falls in love with Stubbs, but Vinnie gets into many troubles calling the attention of two hitmen from the Mafia. The police officer Crystal Rybak protects him and they also falls in love with each other. In the end, the good-hearted Vinnie becomes a prominent personality in the suburbs.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjQ5MTljNzYtYTZmOC00MGMxLTk5NWItMmVhMmZkZGRhYzcwXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,35,6.2,"22,747",tt0100212,movie,N/A,"$23,591,472",N/A,N/A
2250,Men Don't Leave,1990,PG-13,23 Feb 1990,115 min,"Comedy, Drama",Paul Brickman,"Barbara Benedek, Paul Brickman, Moshé Mizrahi","Jessica Lange, Kathy Bates, Arliss Howard","A mother of two sons finds life considerably difficult on her own after the death of her beloved husband. Due to debt she must move them to Baltimore, and deal with the hardships and all that comes with the city life.",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BNWEyZDM5YzItODJmMS00ZTNjLWE5YzItOGYzNjRlNDQwNzhlXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,N/A,6.6,"2,760",tt0100134,movie,N/A,"$6,070,725",N/A,N/A
2251,The Cabinet of Dr. Ramirez,1991,N/A,04 Dec 1991,111 min,"Drama, Music, Mystery",Peter Sellars,"Peter Sellars, Joan Cusack, Mikhail Baryshnikov","Mikhail Baryshnikov, Joan Cusack, Peter Gallagher","Featuring music instead of any dialogue and set in a near Kafkaesque future, this loose remake of The Cabinet of Dr. Caligari follows a bureaucrat who mysterious Dr. Ramirez and his hideous sidekick want as their latest victim.",None,"United Kingdom, France, Germany, United States",1 nomination,https://m.media-amazon.com/images/M/MV5BYWJlMzMwNTktN2I4Yi00ZWY1LTgwMGEtZDc3NzdjM2ViNWIxXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,N/A,5.3,187,tt0101530,movie,N/A,N/A,N/A,N/A
2252,Hero,1992,PG-13,02 Oct 1992,119 min,"Comedy, Drama, Romance",Stephen Frears,"Laura Ziskin, Alvin Sargent, David Webb Peoples","Dustin Hoffman, Geena Davis, Andy Garcia","Bernie LaPlante is having a rough time. He's divorced, his ex-wife hates him, and has custody of their son. The cops are setting a trap for him, then to top it all, he loses a shoe while rescuing passengers of a plane crash. Being a thief who is down on his luck, he takes advantage of the rescue, but then someone else claims credit for it.","English, Spanish",United States,N/A,https://m.media-amazon.com/images/M/MV5BMWY2NDA0NjctMThiZi00NTI1LWFjODEtODlmZTdkMzJlYzc5XkEyXkFqcGc@._V1_SX300.jpg,61,6.5,"24,096",tt0104412,movie,N/A,"$19,507,345",N/A,N/A
2253,Toys,1992,PG-13,18 Dec 1992,118 min,"Adventure, Comedy, Drama",Barry Levinson,"Valerie Curtin, Barry Levinson","Robin Williams, Michael Gambon, Joan Cusack","Eccentric toymaker Kenneth Zevo (Donald O'Connor) last wish is that his brother, Leland (Sir Michael Gambon), takes over the running of the business. Leland is out of touch with toymaking and reality too. The business should really have been given to his nephew, Leslie (Robin Williams), who was much more like Kenneth. When Leland starts making weapons instead of toys, Leslie decides to take action.",English,United States,Nominated for 2 Oscars. 12 nominations total,https://m.media-amazon.com/images/M/MV5BZWFmMTllM2EtZTNlOC00NGY3LTg1YWItZGIzOTU3Mzk3YmNkL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,40,5.1,"33,905",tt0105629,movie,N/A,"$23,278,931",N/A,N/A
2254,Choices,1981,Not Rated,01 Oct 1981,90 min,Drama,Silvio Narizzano,Jon Stevens Alon,"Paul Carafotes, Victor French, Lelia Goldoni","Partially deaf teenager Carafotes becomes alienated when prevented from playing football because of his handicap. He must deal with his parents, coach, teammates, his new girlfried and a bad crowd he almost falls into, before confronting the school board.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTI3NzM2MDY3Ml5BMl5BanBnXkFtZTcwMDQxMDYyMQ@@._V1_SX300.jpg,N/A,4.3,350,tt0082172,movie,N/A,N/A,N/A,N/A
2255,Young Doctors in Love,1982,R,16 Jul 1982,96 min,Comedy,Garry Marshall,"Michael Elias, Rich Eustis","Michael McKean, Sean Young, Gary Friedkin","An 'Airplane'-style spoof of hospital soap operas: a brilliant young trainee can't stand the sight of blood; a doctor romances the head nurse in order to get the key to the drugs cabinet; there's a mafioso on the loose disguised as a woman - in other words all the usual ingredients present and correct, though in this case the laughs are intentional.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNTkwN2EwZTgtOWMwYy00NDkzLTljZmMtNDRmYWQ5ZTFiNWIyL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,5.5,"3,479",tt0084938,movie,N/A,"$30,688,860",N/A,N/A
2256,Parasite,1982,R,12 Mar 1982,85 min,"Horror, Sci-Fi",Charles Band,"Alan J. Adler, Michael Shoob, Frank Levering","Robert Glaudini, Demi Moore, Luca Bercovici","Paul Dean has created a deadly parasite that is now attached to his stomach. He and his female companion, Patricia Welles, must find a way to destroy it while also trying to avoid Ricus, his rednecks, and an evil government agent named Merchant.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTFlZDVjMDMtODkwNS00MTM3LWJiMzQtY2IxN2JiNWZjMWUxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,4.1,"3,115",tt0084472,movie,N/A,N/A,N/A,N/A
2257,No Small Affair,1984,R,09 Nov 1984,102 min,"Comedy, Drama, Music",Jerry Schatzberg,"Craig Bolotin, Terence Mulcahy","Jon Cryer, Demi Moore, George Wendt","The 16 years old amateur photographer Charles accidentally takes a photo of Laura - and falls in love with her, when he develops the picture. He finds out that she works as singer in a bar, but is about to be thrown out. Although rejected at first by the 23 years old, he wants to help her and starts an ad campaign behind her back... with unexpected results.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZjc3N2ZhNzYtMjU5MC00ZmE4LTg3NzktMjRmYWRkN2NmZmIzXkEyXkFqcGc@._V1_SX300.jpg,51,5.5,"2,545",tt0087810,movie,N/A,"$4,994,094",N/A,N/A
2259,Blame It on Rio,1984,R,17 Feb 1984,100 min,"Comedy, Romance",Stanley Donen,"Charlie Peters, Larry Gelbart, Claude Berri","Michael Caine, Michelle Johnson, Demi Moore","Matthew is married to Karen, and father to teenaged daughter, Nikki. Victor, his colleague and best friend, who is going through a divorce, is father to 17-year-old Jennifer. Matthew's marriage is not going well as well. Just before they are to embark for a trip to Rio de Janeiro, Brazil, Karen says she is going on vacation by herself to ""think about everything."" Matthew and Victor decide to go to Rio with their daughters. The magical atmosphere of Rio, as if saturated with eroticism and languid lusts, takes them by surprise. Victor hunts for every woman, and Matthew, faithful to his wife, modestly accompanies his daughter in her entertainment. But the exciting Brazilian rhythms and frank dances on the moonlit beach do their job. Unable to resist the relentless onslaught of the young seducer, Matthew enters into an intimate relationship with her. Victor is furious when he finds out about an ""older man"" in his daughter's life, and sets out to hunt him down with the aid of Matthew.","English, Portuguese",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BOTRkY2U0MDYtNmE0My00NjM4LWJhNjctYTRjN2NkNDY4Y2ZiXkEyXkFqcGc@._V1_SX300.jpg,22,5.8,"12,244",tt0086973,movie,N/A,"$18,644,570",N/A,N/A
2260,Wisdom,1986,R,02 Jan 1987,109 min,"Crime, Drama",Emilio Estevez,Emilio Estevez,"Emilio Estevez, Demi Moore, Tom Skerritt","Unable to find work after a past felony, graduate John Wisdom and his girlfriend (Moore) embark on a cross-country bank-robbing spree in order to aid American farmers (Just call him Robin Hood).",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BOTFlNDg0YTItYjlhYy00NGJkLTljZjMtODlkNGMyOWE2MzZhXkEyXkFqcGc@._V1_SX300.jpg,37,5.7,"3,691",tt0092225,movie,N/A,"$5,715,174",N/A,N/A
2261,One Crazy Summer,1986,PG,08 Aug 1986,93 min,"Comedy, Romance",Savage Steve Holland,Savage Steve Holland,"John Cusack, Demi Moore, Linda Warren","With a name like Hoops McCann, he's bound to get that basketball scholarship after high school, right? Wrong! What Hoops really wants to do is write and illustrate a love story. To help him find his way, his friend George invites Hoops to come with him and his sister to spend the summer on Nantucket. The friends Crazy Summer begins when they pickup Cassandra on the way--she's being chased by a motorcycle gang. From here on in, it only gets crazier. Once on the island, Hoops and George, along with George's island friends the Stork twins and Ack-Ack (son of a marine), must help Cassandra save her grandfather's house from the greedy Beckersted Family. Along the way, Hoops must find a way to write his cartoon love story - and maybe a real one of his own.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODc2MTA3ZTUtZTVlMS00ZjQ4LThmYTItYThiYzg5NjRlNDEzXkEyXkFqcGc@._V1_SX300.jpg,47,6.4,"17,030",tt0091680,movie,N/A,"$13,431,806",N/A,N/A
2262,About Last Night,1986,R,02 Jul 1986,113 min,"Comedy, Drama, Romance",Edward Zwick,"David Mamet, Tim Kazurinsky, Denise DeClue","Rob Lowe, Demi Moore, Jim Belushi","Danny and Bernie are two single men living their lives on the wild side. But when Danny meets Debbie at a bar and the two start a relationship with a one night stand, Danny's life takes a different turn. How does this passionate night become a full affair and what effect will this relationship have on both people and their friendship with their best mates ?",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BZjAyOTZiM2YtNmMyZS00ZjkzLTg0ZGQtZjA3MmEwNjE3ZDZkXkEyXkFqcGc@._V1_SX300.jpg,70,6.3,"17,804",tt0090583,movie,N/A,"$38,702,310",N/A,N/A
2263,The Seventh Sign,1988,R,01 Apr 1988,97 min,"Drama, Fantasy, Horror",Carl Schultz,"Ellen Green, Clifford Green","Demi Moore, Michael Biehn, Jürgen Prochnow","In Haiti, the sea and its lifeforms die; in the Middle East, a town is frozen. These are signs of the Apocalypse and the Vatican is investigating, but Father Lucci advises that these omens are a hoax or technologically explained. In California, housewife Abby Quinn is pregnant and the delivery is scheduled on February 29, a leap year. Her husband, lawyer Russell Quinn, is defending a weird case of teenager Jimmy Szaragosa, who killed his parents, saying that it was because he was following the Word of God. Meanwhile, Abby rents a garage apartment to the mysterious David Bannon. The hopeless Abby has strange nightmares and soon finds that around the world there are signs of the Apocalypse in accordance with the Book of Revelation. She learns also that David Bannon is Jesus and has returned; Father Lucci is the Pilate's porter Cartaphilus who was doomed to wander the Earth for eternity; and she is a woman who tried to help Jesus. Further, she is the Seventh Sign and the Apocalypse will happen when her baby is stillborn. What can she do to save her unborn son and mankind?","English, Hebrew",United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMmUzNTY3NzQtZDZkNC00ODQyLWIzNTQtMWFlMjVhYmYyOTUwXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.8,"15,934",tt0096073,movie,N/A,"$18,875,011",N/A,N/A
2264,We're No Angels,1989,PG-13,15 Dec 1989,106 min,"Comedy, Crime",Neil Jordan,"David Mamet, Ranald MacDougall, Albert Husson","Robert De Niro, Sean Penn, Demi Moore",A couple of escaped convicts on the run find refuge with the Church when they are mistaken for two priests. The two are keen to flee but are unable to do so without the help of Molly.,"English, French, Latin, Croatian",United States,N/A,https://m.media-amazon.com/images/M/MV5BMjhiZmZiM2MtOGM0Zi00MjcwLWI4MDEtNTI0M2JjZDEzZjgzXkEyXkFqcGc@._V1_SX300.jpg,48,6.1,"24,969",tt0098625,movie,N/A,"$10,555,348",N/A,N/A
2265,Nothing But Trouble,1991,PG-13,15 Feb 1991,94 min,Comedy,Dan Aykroyd,"Peter Aykroyd, Dan Aykroyd","Chevy Chase, Dan Aykroyd, John Candy","A financier agrees to take a lawyer to her business meeting. On the way, they run a stop sign in a small town in the middle of nowhere and are arrested. But the courthouse and the ""prison"" are a maze of zany booby-traps and deadly contraptions. The antics of the captured couple as they try to escape from the mad judge and his bizarre family make up the rest of this unusual film.",English,United States,2 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BZmRhNGI0OWUtYTVhNi00ZWZjLTk3NDMtYzc0ZmFmZGQ2ZDk1XkEyXkFqcGc@._V1_SX300.jpg,13,5.1,"28,012",tt0102558,movie,N/A,"$8,479,793",N/A,N/A
2266,The Butcher's Wife,1991,PG-13,25 Oct 1991,107 min,"Comedy, Fantasy, Romance",Terry Hughes,"Ezra Litwak, Marjorie Schwartz Nielsen","Demi Moore, Jeff Daniels, George Dzundza","A clairvoyant thinks she's met her husband to be because she's seen him in her dreams. They marry quickly, and return to the husband's (""the butcher""), home in the city. She has a big impact on everyone she meets by anticipating their questions and actions and advising them on their love life. Her interference then brings her into contact with the real man of her dreams.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BNDkyY2M4ZWQtOWVhNi00MWQzLWI5OWUtMTIwYTU1NmM3NDRiXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.4,"8,926",tt0101523,movie,N/A,"$9,689,816",N/A,N/A
2267,Mortal Thoughts,1991,R,19 Apr 1991,103 min,"Mystery, Thriller",Alan Rudolph,"William Reilly, Claude Kerven, William Shakespeare","Demi Moore, Glenne Headly, Bruce Willis","The hairdresser, wife and mother Cynthia Kellogg is in a police department being interrogated by the experienced detective John Woods and his partner, Detective Linda Nealon. Through flashbacks, she reveals how her best friend and colleague Joyce Urbanski married the scum of the earth, nasty type, James Urbanski; how hard Joyce's life with James was; and is why Joyce became a criminal. The smart detective finds some contradictions in her statement and presses Cynthia, trying to disclose the truth of the two murders.",English,United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BNjhlOTI2NTAtYWJmZC00ZTE5LThhNzYtNzBlMDY3ZjYyYmUwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,65,5.8,"9,809",tt0102469,movie,N/A,"$18,784,957",N/A,N/A
2269,Indecent Proposal,1993,R,07 Apr 1993,117 min,"Drama, Romance",Adrian Lyne,"Jack Engelhard, Amy Holden Jones","Robert Redford, Demi Moore, Woody Harrelson","A happily-married young couple, David Murphy and Diana Murphy have started their respective careers, she as a real estate broker, he as an architect. She finds the perfect spot to build his dream house, and they get loans to finance it. When the recession hits, they stand to lose everything they own, so they go to Las Vegas to have one shot with their last $5000 at winning the money they need. After losing at the tables, they are approached by a suave billionaire and high-stakes gambler, John Gage, who offers them a million dollars for a night with Diana. Indignant but already seduced, Diana and David reluctantly agree. They say money can't buy love. Though the couple agrees that this is a way out of their financial dilemma, it threatens to destroy their relationship. Can the husband and wife survive John's ultimate test?",English,United States,7 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMDEyN2UyYjItNjRjMy00YzM3LWEwNzktNDRjNjA5NmIzMmU1XkEyXkFqcGc@._V1_SX300.jpg,35,6.0,"79,716",tt0107211,movie,N/A,"$106,614,059",N/A,N/A
2271,Permanent Midnight,1998,R,23 Apr 1999,88 min,"Biography, Drama, Romance",David Veloz,"Jerry Stahl, David Veloz","Ben Stiller, Maria Bello, Jay Paulson","Comedy writer Jerry Stahl, whose $6000-a-week heroin habit had him taking his infant daughter along on his drug runs and doing smack during TV script conferences. Departing detox, Stahl explores memories with survivor Kitty, who listens patiently to Stahl's flashback. Other women in Stahl's life are his British wife Sandra and his agent Vola. For the TV series ""Mr. Chompers"" (inspired by ALF), Stahl meets with sitcom exec Craig Ziffer and puppeteer Allen. For freaky freebasing, Stahl hangs with mumbler Nicky and druggie Gus.","English, Spanish, German",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMzgyYjFlOTgtNjIzNy00MWU2LWFmMGItMTdjZjJiZDliOThkXkEyXkFqcGc@._V1_SX300.jpg,57,6.2,"8,036",tt0120788,movie,N/A,"$1,171,001",N/A,N/A
2272,One True Thing,1998,R,18 Sep 1998,127 min,Drama,Carl Franklin,"Anna Quindlen, Karen Croner","Meryl Streep, Renée Zellweger, William Hurt","When a tough New Yorker's mother is stricken with a serious illness, she is forced to quit her job and her relationship with her boyfriend to take care of her, finding out a lot of things she didn't know about her mother and father and her life along the way.","English, Portuguese",United States,Nominated for 1 Oscar. 8 nominations total,https://m.media-amazon.com/images/M/MV5BZWE3ZjQ4YjYtOTdhMy00Y2ZjLTlkOWMtZDM3NWFhMWE4MDg2XkEyXkFqcGc@._V1_SX300.jpg,63,6.9,"12,881",tt0120776,movie,N/A,"$23,245,840",N/A,N/A
2273,Rush Hour,1998,PG-13,18 Sep 1998,98 min,"Action, Comedy, Crime",Brett Ratner,"Ross LaManna, Jim Kouf","Jackie Chan, Chris Tucker, Ken Leung","Cultures clash and tempers flares as the two cops named Detective Inspector Lee a Hong Kong Detective and Detective James Carter FBI, a big-mouthed work-alone Los Angeles cop who are from different worlds discovers one thing in common: they can't stand each other. With time running out, they must join forces to catch the criminals and save the eleven-year-old Chinese girl of the Chinese consul named Soo Yung.","English, Cantonese, Mandarin, Japanese, Chinese",United States,6 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMGZiMzViNmEtNTNlZi00MzFmLTk5NTEtNDE2OTUzNmNlMTY4XkEyXkFqcGc@._V1_SX300.jpg,60,7.0,"301,772",tt0120812,movie,N/A,"$141,186,864",N/A,N/A
